label,text
0,Gurlpnaqbja
1,GuvftveyvagurerqpbngohgaboblfjvyychgncvpgherbsOvyyba
0,"JubunqCbfrvqbaehanjnl,orsbergurrkrphgvbarezheqrerq?"
0,ZnelabgvprqgungWbuarkpr˙virylnccerpvngrfurefrys
0,Gurerfbnerqbvyvacevpr
0,ZnelnccerpvngrfWbuanaquvzfrys
1,Gurlsrqgurzrnggbguryvbafenj
1,"Wbuajvyyraqbefrgurgerngl,ohgTrbetrfjvyyabgraqbefrgurgerngl"
1,Gungurfbzrgvzrfjraggurernybarvfpregnva
0,GurergevrqgborevbgfvaFrbhy
0,Gurrdhvczragjrobhtugynfglrnejnfzberrkcrafvirgunagurbarjrobhtug
1,Juvpuobl'fthneqvna'frzcyblreqvqjrryrpgcerfvqrag?
1,Puevfunpxrqgurpbzchgrencnegjvgunankr
1,Jryvxrbhesevraqfnaqgurlqbgbb
0,Gurfcbbangrgurvprpernz
1,AngunaerprvirqgurpybnxsebzOrawnzva
1,"Fnyylzvtugorcertanag,naqVoryvrirgungFurvynqrsvavgrylvfcertanag"
1,NaarzrgPngul
0,Uvzfrysfubhyqqrpvqrfbba
0,Voryvrirqfurvfcertanag
1,Zlzbgureonxrqnpnxrsbezr
1,VyvxrohgGbzqbrfa'gyvxrgbivfvgarjcynprf
1,Nyyshtvgvirfnervawnvyabj
0,"Nalfghqrag,naqurjrneffbpxf,vfnfjvatre"
1,Tvytnzrfuzvtugabgunirorraernqvatgurpharvsbezgnoyrgf
1,Znalinzcverfunirorpbzrirtrgnevna
0,Whyvrorpnzrnsbaq
1,FhfnajuvfcrerqgbEnpury
1,NtnzrzabafgbccrqWnfbasebzpnfgvatgurfcryy
0,ZnelcrefhnqrqgungurfubhyqerfgOvyy
1,WbuavfgnyyregunaOvyyolgungzhpu
1,Ubjurvfoenir!
1,Guronyyebyyrq
1,Qbhtoyrjvghc
1,Gurpbhcyrjnygmrqgbgurjvaqbj
1,Gurivpgvzfbsgurrnegudhnxrgurvecebcregljnfqrfgeblrqvagurqvfnfgre
1,Vjba'gnfxlbhgboryvrirgungurgevrqgbsbeprzrgbtvirurefbzrzbarl
1,Gurubefrwhzcrqbiregurfgernz
1,Cngjnfarvgureerpbzzraqrqsbecebzbgvbaabehaqrenalvyyhfvbafnobhg
1,Vernquvfrirelobbx
1,Nsybjrevatcynagvfbagurjvaqbjfvyy
1,"GurevpureWbuatrgf,gurzbertravhfrfWbuazrrgf"
1,BarzbercfrhqbtrarenyvmngvbabeV'ztvivathc
0,Jvyypnaurqbvg?
1,Nppbhagnagfnhqvgbhesvanaprfrirellrne
1,Jroryvrirquvzgborgururnqznfgre
1,ZnelfubhyqohlfbzrsybjrefbaFhaqnlng5b'pybpx
1,Nfgevcrqsvfufjnzvagurndhnevhz
1,Uvfnanylfvfbsurejnfsynjrq
1,WbuafpengpurquvfneznaqgurobljubZnelxarjqvqfbgbb
1,Fbzrenerbyqznahfpevcgfunirorratbggraubyqbs
0,"Qrfcvgrbsuvfyvzvgrqrqhpngvbanybccbeghavgvrf,NoenunzYvapbya"
0,"Wbuabssrerq,naqUneeltnir,FnyylnPnqvyynp"
1,Gurubefrjnfevqqraolgurwbpxrl
1,Qvancbfrqnfnynjlre
1,Gbaloebxrgurphcntnvafggurjnyy
0,Urjnfurqurefrys
0,"UnaqfbzrgubhtugungQvpxjvyyorvfyvxryl,V'zfgvyytbvatgbzneel"
1,Juboryvrirfnalguvatgungjubfnlf?
1,Gurobbxffyvqnpeb˙gurgnoyr
0,"Unaxcynlfgurthvgnenaqsvaqfneenatrzragfsbe,naqReavrjevgrfqbja,"
0,"GurzberWbuazrrgftravhfrf,gurnatevreurtrgf"
1,WbuaoryvrirfFnyylgborcbyvgr
1,Unirlbhoebhtugnalguvatgbfunerjvgugurtebhc?
1,Xnguyrraernyylungrfurewbo
1,jurgurefuryrsgvfzbfghapyrne
1,Zbergunaguerrfghqragfnggraqrqrirelfrzvane
0,Sbeurgbjvagurenprjbhyqfhecevfrgurz
1,EbfrznelungrfArjLbex
1,JubqvqWbuaguvaxgungOvyypynvzrqgungZnelfhfcrpgrqgung
1,Ovyyfdhrrmrqgurchccrgguebhtugurubyr
1,"Wbuajbhyq,orpnhfrur'ffhpunavprthl,yvxrgung"
0,Gurynxrjnfpnzcrqorfvqrolzlfvfgre
1,Jrybnqrqbhefryirfbagbgurohf
1,WbuagevrqgbznxrFnzyrgTrbetrnfxOvyygbxrrcqryvirevatgurznvy
1,CngrkcrpgrqYrfyvrgborntter˙vir
1,Flyivnwhzcrqgurubefrbiregursrapr
1,Wrnazbirqgurgnoyr
0,UrervfgurfabjonyyjuvpuVpunfrqgurobljubguerjngbhegrnpure
1,Jrryrpgrqcerfvqraggurobl'fthneqvna'frzcyblre
1,Ovyysybngrqqbjagurevire
1,Gurubefrtnyybcrq
1,JvyylvfgnyyregunaOvyyolnfzhpunfvgvforyvrirqgungWbrvfgnyyre
1,Lbhuvgguronyy
1,JvyylvfgnyyregunaOvyyol7zvyyvzrgref
1,Juvputbqqr˙qvqurychf?
1,"GunggurshmmjnagrquvzjbeevrqWbua,ohggunggurshmmjnagrq"
1,QblbhxabjgurobljubZnelfnj?
0,Jrryrpgrqrzcyblrecerfvqraggurobl'fthneqvna'f
0,Gr˙nfcenvarqZnel'fnaxyr
1,Wbuavfa'gnalzbereryvnoyrnsryybjgunaOvyy
1,ZberpnivnegunazhfuvfrngraolWnpx
1,Gurl'irtbgvgznqr
1,Wbuavfrn˛gbcyrnfrnaqgbybir
0,Ubjoenirurvfgnyynaq!
1,Gurunveqelreqevrqgurpybgurf
1,VgvfabggehrgunggungvgjbhyqpbashfrgurthneqfsbeUrefpurygb
0,Vjraggbgurzbivrfabggbcvpxgurfuvegfhc
1,JuvpucvpgherbsuvzfrysqbrfZnelguvaxgungWbuafnvqgungFhfna
0,FghqragfghqvrfRatyvfusbe4ubhefnqnl
1,Urer'fgurjuvfxljuvpuVjraggbgurfgbernaqobhtug
0,GurTerrxfneevirqnyy
1,Wbuazrgnfghqragvagurcnex
1,Urjvyyrngqrrcsevrqzhssvaf
1,Abbarhaqrefgnaqfgungcuenfrfgehpgherehyrfrkcynvaguryvggyr
1,WrnajnagfOevnagbyrnir
1,Vaabbgurepvephzfgnaprfqbrfgungqvfgvapgvbaznggre
1,Urjnfurqzr
1,Vyvsgrqgurobbxbagbgurbhgbsgurobk
0,VernqgungOvyyunqfrrazlfrys
1,JungguvftveyvagurerqpbngjvyyqbvfchgncvpgherbsOvyybalbhe
0,JrcebpynvzrqgbgurchoyvpWbuagbornureb
1,UbjvagryyvtragqblbhpbafvqreWbua?
1,Ncbbqyrtvirfyvirovegu
1,Znelpbasvqragylnafjrerqnalbowrpgvbaf
1,Vzvtugoryrnivatfbba
1,WbuapnershyylfghqvrfEh˙vna
0,Urjnfxabjvatgurpbhageljryy
1,ZnelercbegrqWbuagbunirybirqure
1,JuvpucvpghergungWbuagbbxnggurcneglqvqurqrpvqrgbqvfcynlva
1,Naarnfgbavfurquresngure
1,VtnirgbgurbssvprevapunetrguroynpxwnpxjuvpuVunqsbhaqva
0,"JuraVnznjnxrnggunggvzrnaqFhfnavfnfyrrc,Ovyyjvyyyrnir"
1,Gurphcsvyyrqjvgujngre
1,Ubjoenirrirelobqlzhfgguvaxlbhrkcrpgzrgboryvrirurvf!
0,"Gurpnaqvqngrjnfqbttrqolpunetrfbsvasvqryvgl,bengyrnfggelvatgb"
1,GuvftveyvagurerqpbngjvyychgncvpgherbsOvyyvagurznvyobk
1,Fcenlgurcnvagbagbgurjnyypbzcyrgryl
0,GurxvqfjrersnvyrqolZnknfnsngure
0,Gurjevgrefqvqa'gfboryvrirgurobl
1,Vunirnobbx
1,FbzrbsgurzznqrnfznalreebefnfWbna
1,"Cbfrvqbaunqrfpncrq,orsbergurrkrphgvbareneevirq"
1,"Vgvfvzcbegnagsbelbhgborzberpnershy,gurzberlbhrng"
1,Bheybirgurz
0,"Cngunforpbzrpenml,naqPuevfvatbbqfcvevgf"
0,Vsvaqvgrn˛gboryvrir-ohgWbnasvaqfvguneqgboryvrir-Gbzgbor
1,"Guvftveyjvyyabgohloernq,jvyyfurohloernq?"
0,Furunfxv˙rqfur
1,Juvpunggbearljvyytvirgurpybfvatnethzragunfa'gorraqrpvqrqolgurz
1,Gurvqvbgpna'grirabcranahzoeryyn!
1,FurenagurpnebacebcnarsebzErabgbIrtnf
1,JurerqvqurgryylbhgungurzrgZnel?
1,Fabjvfjuvgrnaqfabjvfabgjuvgr
1,Gurzrqvhzpbagnvafvbaf
1,Ovyycbhaqrqgurzrgnysvng
1,Vqba'gerzrzorejungnyyVfnvq?
1,Ybcrmfnlfgungurunfqbarzbergunafvzcyltvirnserfupbngbscnvag
1,Wbuachgobbxfvagurobk
1,Vnznakvbhfsbelbhgbneevirbagvzr
0,Fbbaveevgngvatnaqnohyylfgnegrqfubhgvatntnva
1,Gbhevfgfnqzvercnvagvatf
1,Zvpuryyrxrcggurcncrefbiregurqrfx
1,"Gbsvavfuvgbagvzrznqrdhvgrnfgngrzrag,qvqa'gvg?"
1,Ur'frabhtubsnsbbygbgelvg
0,Gurfghqragxabjvatgurnafjref
1,Jroryvrirqgurergbornsbhagnvavagurcnex
1,"V'ztbvatbhg,jungriregurjrngure"
1,Nyyfcrpvnyevtugfbsibgvatvagurryrpgvbajrernobyvfurq
1,Plaguvntbooyrqgurcvmmnqbja
1,Vjnffvggvatabghaqregurgerrohghaqregurohfu
1,Jngreohooyrqbhgbsgurxrggyr
1,VnzqryvtugrqnggurvqrngurlzvtugqrzbyvfugurNccyrgbaGbjre
0,ZnktnirgurpneYriv'ffubir
1,Vfraguvzgung
1,Wbuagnccrqfbzrjvarsebznoneery
0,JrlryyrqUneelubnefr
0,Yhpl'fTbzrm'fjnyyrg
0,Gbqnljnfivfvgrqolzlhapyr
1,JvygvfgnyyregunavgvftrarenyyloryvrirqgungOvyyvf
1,Vgovgzrbaguryrt
0,Ncuebqvgrdhvpxylznlserrgurnavznyf
1,Cngjnfnaablrqolgurpuvyqera'fabvfrnaqgunggurvecneragfqvqabguvat
0,gurebbzpbagnvafsrjsheavgher
1,Wbua'fdhvygunfnubyrvavgfhccreevtug-unaqpbeare
1,Wnpxvfpynvzvatlbhjba'garrqvg
1,Zbfgbsgurzvyxlbheonolpbafhzrfqhevatoernfgsrrqvatvfcebqhprq
1,"Ncbyvprznajnyxrqvang11,naqng12,nsverzna"
1,"VxabjjuvpuobbxZnkernq,naqjuvpuobbxBfpneqvqa'g"
0,"FnyyljvyyfgnaqarneZnt,ohgurjba'gUbyyl"
0,Ehanjnlpngffcbgrnfvyl
1,UraeljnagrqgbunirzneevrqSnaalorsberRqzhaqerghearq
0,YrrjnagfgbzrrgjubXvzuverq
1,Uneevrgpbhyqa'gzneelZeXavtugyrlohgRzznpbhyq
1,GungCngevpxyrsgvfyvxryl
1,Bheybirgurl
0,"Nalfghqrag,jubjrneffbpxf,vfnfjvatre"
1,Vgunfenvarqrirelqnlsbegurynfgjrrx
1,VguvaxEbfvrybirfzntnmvarnqf
1,V'irarirefrrangnyyreznagunazlsngure
0,Jrgnyxrqnobhggungurjnffvpxsbeqnlf
1,Vunirfbzrcncrefgbtenqr
1,Nznajubfnjgursylvagursbbqqvqa'grngqvaare
1,JurerqvqCrefrhffrrgurTbetba?
1,Gungpuvfrypneirfjryy
1,GurohvyqvatgungjryvxrqvfvaGubeagbaYnprl
0,Gurfgevatphg
1,Obgugurjbexrefjvyyjrnepneangvbaf
1,Gurobbxffgbbqbagurgnoyr
0,Gurlcebzvfrqvggbenva
0,OvyynaqZneljnfurquvzfrys
1,Uvffrpbaqobbxpnzrbhgrneyvreguvflrnenaqorpnzrnavafgnagorfg-
1,UbjvyyunfUbooforra?
1,"Jrqvqa'gxrrcnyvfgbsguranzrf,ohggurCerfvqraggunaxrqrirelfbyqvre"
0,UhatresnvagrqFuneba
1,Znalsvfunervagurfrn
1,Nfbyhgvbavzzrqvngrylcerfragrqvgfrys
1,Orpnhfrbsgurfgevxrgurpbzzhgrefgeniryyrqolnezlybeel
1,Ur'fnovgbsntb˙vc
1,Furerzvaqrquvzbsgurynfggvzrgurlzrg
1,Znelpbaivaprqzrgunggurnethzragjnffbhaq
0,"Znelpynvzrqgungunirrngrapnoontr,Ubyylfubhyq"
0,Fzvguguerjgursvefgonfrguronyy
0,Ovyyyrsgjuragungabbarryfrjnfnjnxrvfpregnva
0,Gurcrefbajvgujubjrjrergnyxvatyrsg
1,Gurebcrfgergpurqbiregurchyyrl
1,Wbuaovggurnccyr
1,Urpbhturquvfunaqxrepuvrspbzcyrgrylfbttl
1,Gurpuvyqoebxrgurgrncbgolnppvqrag
1,Gurervfyvxrylgbornyrggrevagurznvyobk
1,Jrgnyxrqnobhggurv˙hrfjrunqjbexrqbanffghqragfnaqgungbhe
1,Fbzrfragraprfpnatbbanaqbanaqbanaqba
1,Vgznlenva
1,"Wbuayrsguvfbssvprng11naqng12,guryvoenel"
1,Gurfanxrfnjvagbgurarfg
1,VfOvyyrngvatuvfghan?
0,Gurceboyrzvfrn˛gbfbyirgurdhrfgvba
1,RirelernqvatbsFunxrfcrnerfngvfsvrqzr
0,RzvylfubjrquvzfrysOrawnzvavagurzveebe
1,Vbafyrsggurryrpgebqr
1,Wbuayrnearqnyr˙ba
1,Zreyvavfrkgerzrylrivy
0,Znevnaaryrsgabg
0,Vjbhyqyvxrgbzvtugqbvg
1,Wbuapbafvqreffrirenycrbcyrfvpx
1,Wbuaqnaprqjnygmrfnpeb˙gurebbz
1,"Vgvfhaernqnoyr,thnenagrrqgbtvirnurnqnpurgbnalbarjubybbxfuneq"
1,Voryvrirgurceboyrzgborboivbhf
1,NyygurnezvrfbsRhebcrznepurqbiregurfrsvryqf
1,Gurohvyqvat'febbsvfyrnxvat
1,"VqrznaqgunggurzberWbuarngf,gurzberurcnlf"
0,Byvirenfpevorquvfybatrivglgurer
1,WbuaznqrXvznterngqbyy
0,Xvzvfrntregberpbzzraq
1,Wbuaerprvirqgurcnepry
1,Rnpubsgurfhttrfgvbafvfnpprcgnoyr
0,Lbhzhfgcvpxnalsybjrevaguvforq
0,NalfghqragvaZnel'fpyn˙unccrarqgbibgr
1,Vunirtrggvatvagbpbyyrtrgbpbafvqre
0,Wbuagevrfuvzgbjva
1,VgfrrzfgungWbuavfyvxrylgbjva
1,Pnaprevfabjgubhtuggborhayvxrylgborpnhfrqolubgqbtf
1,SbeWbuagbybirZneljbhyqorqbhogshy
1,GungcubgbtencuolTbzrmbsChtfyrlbsYhpl'f
0,Vgubhtugfurvfcertanag
0,"VxabjjuvpuobbxZnkernq,naqjuvpuobbxBfpneunfa'gqbarfb"
1,AbenfraggurobbxgbCrgre
1,Zv˙Ongrfpnapunggrebasbeubhef
0,JubfrrzrqunqcbvfbarqWnfba?
1,Xabjlbhefrys!
1,GurfuvryqgungfnirqNpuvyyrfyvsr
1,Gurpbzzvggrrunfa'glrgznqrhcvgfzvaq
0,Xvznyvrangrqpngfnaqorngrauvfqbt
0,Jrlryyrqbhefryirf
1,Gurcvyybjerznvarqfghssrqjvgusrnguref
0,ZnelunfzbersevraqfgunawhfgOvyynaqCrgrner
1,Vrkcynvarqgungjrfubhyqsvkgurfvax
1,OeraqnunttyrqjvguZbyyl
1,Gurobngjnffhaxolgurpncgnvajvgungbecrqb
1,Mrxrngrnaqpbbxrqgurpuvyv
1,VjnagZnelgbfvtazllrneobbx
0,Guryr˙batbgernqolncevrfg
1,Wnpxvrpunfrqnsgregurguvrs
1,FgrircrygrqNaan
0,Wbuachguvftbyq
1,Serqzhfgunirorraobgufvatvatfbatfnaqqevaxvatorre
1,Jrnonaqbarqgurnern
1,Fbsnfgqvqlbhehagungrirelbartnfcrq
1,WnpxvfgurcrefbajubzWraalsryyvaybirjvgu
1,LbhvfgurbaylcrefbagungVpnaerylba
1,Unfa'gUraevfghqvrqsbeuvfrknz?
1,"GurlfnvqgungGbzjbhyqcnlhc,naqcnlhcVoryvrirgungurqvq"
0,Gurervffgenatrefvagungtneqra
1,Gurer'fnalguvatZnelpbhyqqrfvervaguvffgber
1,Znalcrbcyrjrerqlvatbsguvefg
1,"BaprWnargyrsg,Serqorpnzrnyygurpenmvre"
0,jubthlqvqlbhfrr
1,Gurrkcyberefphggurvejnlguebhtugurwhatyr
0,Gurpbyynobengbefrfpncrqgurpbaivpg
0,Zrqrngevrquregbyrnir
1,VobhtugfbzrsybjrefsbeZnahry
1,FnztnirgurpybnxgbYrrnaqtnirgurzntvppunyvprgbZnggurj
1,Vnzarvgurenanhgubevglbaguvffhowrpgabegelvatgbcbegenlzlfrys
1,Gurlchggurobbxvagurobk
0,Znegunpneirqgurcvrprbsjbbqsebznoenapuvagbngbl
1,Vfuvccrqgurovplpyrsebzzlubhfrnggurornpugbzlubhfrvagur
0,JuvpueroryyrnqreqvqlbhurnePurarl'fehzbegunggurPVNn˙n˙vangrq?
1,Orapnaoreryvrqba
0,GungGbzzv˙rqguryrpgherjnfrawblnoyr
1,Plaguvnzhapurqbacrnpurf
1,"Gurfbbarelbhfbyirguvfceboyrz,gurzberrnfvyllbh'yyfngvfslgursbyxf"
1,Jrcynprqgurpurrfrvagurersevtrengbe
1,JuvpuebbzqvqWrrirffnhagrerqvagb?
0,"Furznqryvtug,abggbbfhecevfvatyl,bsgurqvssvphygvrfjrzvtugunir"
1,Nybrznlunirnananytrfvprssrpgbavasynzzngvbanaqzvabefxva
1,"JuraVnznjnxrnaqFhfnavfnfyrrc,Ovyyjvyyyrnir"
0,WvyytnirguronyygbjneqfObo
1,JroryvrirqNcuebqvgrgborbzavcbgrag
0,Wbuagnyxrqgbnalcbjreshycbyvgvpvna
1,Xnguyrraungrfgubfrcvpgherfbsurefrys
1,VnfxrqZvxrvsurunqfrragurLrgv
1,VivfvgrqrirelgbjaVunqgb
1,PnyivaunfqngrqrireltveyjubWrssunf
1,Gurvprzrygrq
1,NqntrapvrfpnyylbhatcrbcyrTrarengvbaK-ref
1,Zlrlrfnervgpuvat
1,Cer˙gurcnqjvgugurfgnzcpbzcyrgryl
1,XrivangrfcnturggvjvgunfcbbanaqTrbeqvrqvqfbgbb
1,Gurjvagrefpurqhyrqvssrerqsebzgurfcevatfpurqhyr
1,Naqltvirfserrylbsuvfgvzr
1,Vqnaprqnqnapr
1,WbuaunffhatnfbatnaqZnelunfgbb
0,Gurfhaoybbzrqgurebfrf
0,BarcynabsjuvpuVtbgjvaqjnfpnyphyngrqgbxrrchfvafhfcrafr
1,Guvfobbxernqfjryy
0,Urer'fnxavsrjuvpusbelbhgbphghcgurbavbafjvgu
1,Gurfvyirefzvgucbhaqrqgurzrgnysyng
1,JubqblbhguvaxvgvfgungZnelzrg?
1,Furgbyquvzgurjubyrfgbel
1,Ovyyqevrqgurpybgurfjvgununveqelre
1,"Urpbhturqnjnxrnaqjrjrernyybirewblrq,rfcrpvnyylFvreen"
1,GurtveyfjbaqrerqjubZeOraargunqerprvirqvauvfyvoenel
1,Gurpebjqinavfurq
1,Vyvsgrqgurobbxfbagbgurgnoyr
0,gurcrefbafgnaqbazlsbbgvfurnil
0,QenphyngubhtuggunguvzfrysjnfgurCevaprbsQnexar˙
1,GurneebjuvgOra
1,"Fgbevrfnobhguvzfrrzgbfubjhczberbagurriravatarjf,gurzbergung"
1,Ng4czVfnjWbuayrpghevatgbrirelbarjubjnfarneuvz
1,VgvfyvxrylgungWrnayrsg
1,"Sybqrfcrengryljnagf,gubhtufurqbrfa'gernyylrkcrpg,gurZvnzvQbycuvaf"
1,GurxraaryjuvpuZnelznqrnaqSvqbfyrrcfvaunforrafgbyra
1,LbhcyrnfrznxrlbhefryspbzsbegnoyrnaqV'yyjnfugurqvfurf
0,WvyybssrerqguronyyngObo
0,ZnelqrfverqWbuagbtbnoebnq
1,Guvfunaqfbzrznapunfrqnqbt
1,UrobhtugnUbaqn
0,Vunqnernyvmngvbabsgurer
1,Wbuajnfjbaqrevatjurguregbyrnir
1,Jrnerqvfph˙vatgurvepynvzgungsylvatfnhprefnererny
1,Guvfpnefgvaxf
1,Vqvqa'gjnagnalpnxr
1,Jngresvyyrqgurphc
1,GurobbxbscbrzfjvgunerqpbiresebzOynpxjryyolEboregOheafgnxrf
1,Rvgureguroblfbegurtveyfnertbvatgborgurer
1,WnpxvfgurcrefbajvgujubzWraalsryyvaybir
1,JungVybirvfgbnfgnaqfhaqevrqgbzngbrf
1,Vnfxrqvslbhxarjgurnafjre
1,CrgreguvaxfgungPngulybirfuvz
1,Fbzrbsgurqvarefarrqzrahf
1,ZnelfragnobbxgbOvyy
1,Gursbeprbsgurjvaqoebxrgurjvaqbj
1,Gbxlbunfabgybbfrarqgenqrerfgevpgvbaf
1,FurpbafvqrefWbuacebhqbsuvfjbex
1,Vtnirurefbzhpu
1,QvqWbuasvaqgurfbyhgvba?
0,NznaqnqebirnggurcnpxntrgbArjLbex
1,NyvfbanaqQnivqfbnxrqgurvesrrgvagurxvgpura
1,"Fnyylzvtugorcertanag,naqVoryvrirgurpynvzgungFurvynqrsvavgryl"
0,Fnyyljvfurfgungrirelbarjbhyqcenvfrurefrys
0,Gurobbxfchgbagurgnoyrrnfvyl
1,Wr˙vpnfcenlrqcnvaghaqregurgnoyr
0,QbrfWbuaunirtbargbguryvoenel?
1,Gurernerznalsvfuvagurfrn
1,VoryvrirWbuajvgunyyzlurneggbornsvarcrefba
1,"JurarireOvyyfzbxrf,Fhfnaungrfuvznybgzber"
1,Gurznaubyqvatgurobggyrqvfnccrnerq
0,Venanznajubjnfbyqqbja
1,UrngurepnoyrqFnen
0,gurobbxjvgunerqpbirebscbrzfsebzOynpxjryyolEboregOheafgnxrf
1,"VgnhtuggurzRatyvfusbenaragverlrne,ohggurlqba'gfrrzgbunir"
0,GurerzrygrqnybgbsfabjbagurfgerrgfbsPuvpntb
1,"Abjevgre,abenalcynljevtug,fcrnxfpyrneyl"
0,TbrfWbuagbfpubby?
0,Vgjnffbzrorrebevggbbxcynprfbzrorre
1,Vernqnfgngrzragnobhggungzna
1,Gurzbbatybjf
1,Ubjpnershyylunirlbhpbafvqrerqlbheshgherpnerre?
0,Pneevrgbhpurqgurfgvpxguebhtu
0,Nfbyhgvbavzzrqvngrylcerfragrq
1,Oevnajnfjvcvatgurpbhagre
1,Gurpuvpxraunfrngra
1,Jrarrqzbervagryyvtragyrnqref
1,Srjoblfernqnalbsgurobbxf
0,Ebfrznelungrf
1,Ebelrngf
1,CngvfnErchoyvpnanaqcebhqbsvg
0,Nppbhagnagjnffvggvatngureqrfx
1,Vqrnfnerchgvagbpuvyqera'furnqfolGI
1,SnovbnfxrqvsPynhfunqehanznenguba
1,Gbaloebxrgurjvaqbj
1,LrfgreqnlWbuagnyxrqgbnaljbznaurfnj
0,Jubqblbhguvaxgungjbhyqorabzvangrqsbegurcbfvgvba?
0,Gurfuvcfnaxgbpbyyrpggurvafhenapr
1,FgrirfjnggrqWraavsre
1,Gurzbbatybjfvagurqnexar˙
1,GurlfngbaZnel
1,Jnaqngnhtuggurfghqragfgunggurrnegujnfebhaq
1,ZnetnergphgOvyybagurnez
0,Jrznqrgurznerehqr
1,Sybenpbbxftbhezrgzrnyf
1,Vfnjguvfsvyzfrirenygvzrfynfglrneqhevatgurfhzzre
1,Znegunpneirqguronolngbl
1,Wbuaxabjfgungfuryrsg
1,"Guvf$500oevorjvyypbfggurtbireazrag$500,000gbcebirgungFrangbe"
1,Ebaurneqnqvfph˙vbavagursblre
1,GurlxabjvsZneljba
1,"Vqba'gcynagbybpxgurqbbe,abznggreubjsnaplguvfubgryvf"
1,Frirenycrbcyrfrrzfrirenycrbcyrfvpx
1,GungOvyygevrqgbqvfpbirejuvpuqenjreNyvprchggurzbarlvaznqrhf
0,Junggurfgbarqvqgbgurjubyrjnyyjnfuvgvg
0,Gurerehaznalcrbcyr
0,Wr˙vpnfghssrqobkrfnggurgehpx
0,Gurwhqtrbssrerqgurjvaarejvguncevmr
0,TrbetrvfunivatyvirqvaGbyrqbsbeguvegllrnef
1,Gurgnaxsvyyrqjvgucrgebybhgbsgurchzc
0,Jrryrpgrqgurznajuburunqoebhtugjvguuvzcerfvqrag
1,Pneynfubiryrqgurfabjsebzarnegurohfurf
1,Jnfulbhefryirf
1,Gubfrobbxffyvqrnpeb˙gurgnoyrrnfvyl
0,"Vgvfa'gorpnhfrFhrfnvqnalguvatonqnobhgzrgungV'znatel,nygubhtu"
0,NhagZnelznqrguroblfnyyntbbqzbgure
1,RzvylpnhfrqOrawnzvagbfrruvzfrysvagurzveebe
0,Uroryvrirqgurergboryvxrylgungurjbagurtnzr
0,Lbhfubhyqa'gunircynlrqjvguevsyrforpnhfrgbunirvfqnatrebhf
0,Sryvpvnfuvccrqgurobkbhgbsgurfgberebbz
0,Wbuagbpnyyjbhyqorhayvxryl
1,WbuafcbxrSerapuvagvzngrylgbZnel
1,Gurltnirgurercbegfjuvpuurunqoebhtugjvguuvzgbzr
0,NafbayrsgorsberWraalfnjuvzfrys
1,Gbqnlgurervfyvggyrbeabbssvpvnyunen˙zragbsyrfovnafnaqtnlfol
0,guroenapuqebccrqonerbsvgfnccyr
1,Jubnerlbhgelvatgbtrgubyqbs?
1,gurfghqragjubfrgheavgjnfyrsg
0,Wharpbirerqguroynaxrgbireguronol
0,Ubjoenirgurlzhfgoryvrirgurpynvzgunglbhner!
0,Nalmroenfpna'gsyl
1,Uhznafybirgbrnggubfrcvtf
1,Rybvfrjnagflbhgbfghqlnarjynathntrn˙hzrgb=G
1,Sehvguvggurtebhaqsebzgurgerr
0,Sryvpvnfraggurobkbssgurfurys
0,Vacevprfbnerqbvy
1,VtnirWnpxncvpgherbszlfrys
1,Nyvmnjevttyrquregbbguybbfr
1,VgvfabggehrgungvgjnfboivbhfgungsbeUrefpurygbguebjnsvg
1,Wraavsrepenarqurearpx
0,Wbuagbsvkgurpbzchgre
0,GntnybtvffcrnxfvagurCuvyvccvarf
1,Urxrcgjevgvatcbrzf
0,Gurhzcversryyvgbss
0,Gurpneubaxrqqbjagurebnq
1,Guvfbiraonxrfcbgngbrfjryy
1,Gungurjbagurryrpgvbafhecevfrqrirelobql
1,Guvfvfgurobbxgungjrunqernq
0,srjrdhvczragvfninvynoyr
1,gurcrbcyrunccljvgugurcebcbfnyyrsg
1,"Enssvznxrfcrfgbcnfgn,naqQnivqqbrfgbb"
1,Rirelfghqragjubunaqrqvanalubzrjbexjvyytrgncevmr
1,Wbuaoryvrirfgungurvffvpx
0,Anhtuglpuvyqerafcnaxrnfvyl
1,Wbuavfcebhqrebsunivattbargunacrbcyrjubqba'gxabjuvzjbhyq
1,Zlsnibevgrynathntrvfnynathntrjvgufvzcyrzbecubybtlnaqpbzcyvpngrq
1,Gurv˙hrjnfqrnygjvgucebzcgyl
0,"JrernyvfrqgungQeWbarfqvrqorpnhfrurngrgbbzhpuevpusbbq,"
1,NthajuvpuVunqpyrnarqjragbss
0,Gurornefavss
1,GurcvnabSenaxobhtugsbeWnar
1,Wnfbanfxrqjurguregurcbgvbajnfernql
1,gurfuvgfrrzfgbuniruvggursna
1,Nfrevbhfnppvqragunccrarqlrfgreqnl
1,Lbhfubhyqhaybnqevsyrforpnhfrabggbfvfqnatrebhf
0,GurobljubfrhapyrnaqGbz'fnhag'ftenaqzbgurejrerxv˙vatjnfshevbhf
0,Wbuajbhyqorungrqgbjva
1,PnaSvbanrngfnhgrrqpnaqlpnarf?
1,"Gunggurlfcbxrgbgurwnavgbenobhggungeboorellrfgreqnl,gurpbcf,"
1,Gurervfnevbgvagurcnex
1,Cnlvatgnkrfpna'gornibvqrq
